AGE,HS_GPA,Cum_GPA,Comp_sex,comp_lev,Cum GPA BOT group,Ethnicity,CrsHierarchy,Cum Units BOT group,comp_enrol,CatalogNum,Course Number,Class Type,Comp Pell,CourseDpt,Course,ENR_STATUS,EOP_STATUS,ETH_WASC,FGS_all,FresnoSArea,FullTime,GPA_T1,GPAcum_T1,GradeNum,Grade,Grd Points,HSGPA,LCOM Group,MajorDesc,PELL_Recipient,PERIOD,Pass,Semester,Course Number_1,Profile 2,RemEngl,RemMath,SAT_COMP,SAT_MATH,SAT_VERB,SEX,Tot Enrl,Transcript Description
20,3.5-4.0,2.93,Female,Sophomore,2.5-2.9,White,32726,45-59,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,1,0,1,3.31,3.018,4,A,16,3.8099999430000002,NA,Kinesiology-Athletic Training,0,20042,1,Sp04,32726,3.5-4.0,0,0,NA,NA,NA,F,142,MAJOR: KINESIOLOGY - ATHLETIC TRAINING OPTION
20,3.5-4.0,3.07,Female,Sophomore,3.0-3.4,White,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,NA,0,1,3.56,3.197,4,A,16,3.720000029,NA,Kinesiology-Exercise Science,0,20042,1,Sp04,32727,3.5-4.0,0,0,960,540,420,F,131,MAJOR: KINESIOLOGY - EXERCISE SCIENCE OPTION
20,3.5-4.0,4,Female,Sophomore,3.5-4.0,White,32726,30-44,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,0,1,1,4,4,4,A,16,4,NA,Pre-Nursing,0,20042,1,Sp04,32726,3.5-4.0,0,0,1130,550,580,F,142,MAJOR: PRE-NURSING
20,3.0-3.4,3.53,Female,Sophomore,3.5-4.0,White,32726,30-44,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,1,1,1,3.82,3.618,4,A,16,3.460000038,NA,Pre-Nursing,0,20042,1,Sp04,32726,3.0-3.4,0,0,910,460,450,F,142,MAJOR: PRE-NURSING
20,3.0-3.4,2.85,Female,Sophomore,2.5-2.9,White,32726,30-44,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,0,1,1,3.17,2.925,3,B,12,3.4000000950000002,NA,Social Work,0,20042,1,Sp04,32726,3.0-3.4,0,1,800,370,430,F,142,MAJOR: SOCIAL WORK
20,3.0-3.4,2.59,Female,Sophomore,2.5-2.9,White,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,0,0,1,3.4,2.793,4,A,16,3.0999999049999998,NA,Crim-Law Enforcement,0,20042,1,Sp04,32727,3.0-3.4,1,0,1030,580,450,F,131,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
19,> 4.0,3.77,Female,Sophomore,3.5-4.0,White,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,NA,1,1,4,3.826,4,A,16,4.090000153,NA,Economics,0,20042,1,Sp04,32727,> 4.0,0,0,1190,590,600,F,131,MAJOR: ECONOMICS
20,3.5-4.0,3.36,Female,Sophomore,3.0-3.4,White,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,1,1,1,3.07,3.295,4,A,16,3.9400000569999998,NA,Political Science,0,20042,1,Sp04,32727,3.5-4.0,0,0,NA,NA,NA,F,131,MAJOR: POLITICAL SCIENCE
20,3.5-4.0,3.41,Female,Sophomore,3.0-3.4,White,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,NA,1,1,3.33,3.4,4,A,16,3.9000000950000002,NA,Pre-Business,0,20042,1,Sp04,32727,3.5-4.0,0,0,1280,600,680,F,131,MAJOR: PRE-BUSINESS
21,3.5-4.0,2.94,Female,Sophomore,2.5-2.9,White,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,NA,1,0,3,2.948,4,A,16,3.9000000950000002,NA,Pre-Business,0,20042,1,Sp04,32727,3.5-4.0,0,0,910,410,500,F,131,MAJOR: PRE-BUSINESS
21,2.5-2.9,2.68,Female,Sophomore,2.5-2.9,White,32727,30-44,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,NA,1,1,3.59,3.167,4,A,16,2.910000086,NA,Biol-Physiology & Anatomy,0,20042,1,Sp04,32727,2.5-2.9,0,0,1120,570,550,F,131,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
20,3.5-4.0,3.48,Female,Sophomore,3.0-3.4,White,32726,30-44,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,0,1,1,3.77,3.547,4,A,16,3.630000114,NA,Chemistry,0,20042,1,Sp04,32726,3.5-4.0,0,1,930,450,480,F,142,MAJOR: CHEMISTRY
20,3.0-3.4,3.05,Female,Sophomore,3.0-3.4,White,32727,30-44,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,1,1,1,2.31,2.868,3,B,12,3.200000048,NA,Undeclared                UGRD,0,20042,1,Sp04,32727,3.0-3.4,1,1,850,390,460,F,131,MAJOR: UNDECLARED
20,3.5-4.0,3.47,Female,Junior,3.0-3.4,Hispanic,32726,60-74,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,1,0,1,3.06,3.355,4,A,16,4,NA,Music-Performance,0,20042,1,Sp04,32726,3.5-4.0,0,0,1240,650,590,F,142,MAJOR: MUSIC - OPTION I
21,3.0-3.4,2.51,Female,Junior,2.5-2.9,Hispanic,32726,60-74,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,NA,1,1,2.58,2.52,3,B,12,3.369999886,NA,Health Sci-Comm Health,0,20042,1,Sp04,32726,3.0-3.4,0,1,NA,NA,NA,F,142,MAJOR: HEALTH SCIENCE - COMMUNITY HEALTH OPTION
21,3.5-4.0,3.41,Female,Junior,3.0-3.4,White,32727,60-74,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,0,0,0,3,3.494,4,A,16,3.75,NA,Health Sci-Comm Health,0,20042,1,Sp04,32727,3.5-4.0,0,0,NA,NA,NA,F,131,MAJOR: HEALTH SCIENCE - COMMUNITY HEALTH OPTION
22,Unknown,2.35,Female,Senior,2.0-2.4,Asian,32727,90-104,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Asian,1,1,1,3.16,2.48,3,B,12,NA,NA,Social Work,0,20042,1,Sp04,32727,Unknown,1,1,NA,NA,NA,F,131,MAJOR: SOCIAL WORK
21,3.5-4.0,2.88,Male,Sophomore,2.5-2.9,Asian,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Asian,NA,1,1,3.35,3.101,4,A,16,3.880000114,NA,Undeclared                UGRD,0,20042,1,Sp04,32727,3.5-4.0,1,1,780,370,410,M,131,MAJOR: UNDECLARED
20,3.5-4.0,3.06,Male,Sophomore,3.0-3.4,Unknown,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Unknown,1,0,1,3.73,3.19,4,A,16,3.5199999809999998,NA,Kinesiology-General Kines,0,20042,1,Sp04,32727,3.5-4.0,0,0,NA,NA,NA,M,131,MAJOR: KINESIOLOGY - GENERAL KINESIOLOGY OPTION
19,3.5-4.0,3.02,Male,Sophomore,3.0-3.4,Unknown,32726,30-44,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Unknown,1,1,1,2.56,2.897,3,B,12,3.529999971,NA,Civil Engineering,0,20042,1,Sp04,32726,3.5-4.0,0,1,820,430,390,M,142,MAJOR: CIVIL ENGINEERING
20,3.5-4.0,3.57,Male,Sophomore,3.5-4.0,White,32726,45-59,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,0,0,1,4,3.677,4,A,16,3.890000105,NA,Liberal Studies-Blended Pgm,0,20042,1,Sp04,32726,3.5-4.0,1,0,1070,610,460,M,142,MAJOR: LIBERAL STUDIES - BLENDED PROGRAM
20,3.0-3.4,2.59,Male,Sophomore,2.5-2.9,White,32727,30-44,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,1,1,1,2.5,2.776,3,B,12,3.4000000950000002,NA,Computer Science,0,20042,1,Sp04,32727,3.0-3.4,0,0,1120,590,530,M,131,MAJOR: COMPUTER SCIENCE
20,3.5-4.0,3.17,Male,Sophomore,3.0-3.4,White,32726,30-44,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,0,0,1,3.57,3.233,4,A,16,3.589999914,NA,Undeclared                UGRD,0,20042,1,Sp04,32726,3.5-4.0,1,1,950,460,490,M,142,MAJOR: UNDECLARED
20,3.5-4.0,3.31,Male,Sophomore,3.0-3.4,White,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,NA,1,1,3.19,3.284,3,B,12,3.960000038,NA,Undeclared                UGRD,0,20042,1,Sp04,32727,3.5-4.0,0,0,1120,650,470,M,131,MAJOR: UNDECLARED
22,Unknown,1.71,Male,Junior,1.5-1.9,Asian,32726,60-74,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Asian,0,1,1,1.92,1.969,3,B,12,NA,NA,Pre-Nursing,0,20042,1,Sp04,32726,Unknown,0,1,920,450,470,M,142,MAJOR: PRE-NURSING
22,Unknown,2.9,Male,Junior,2.5-2.9,Unknown,32727,60-74,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Unknown,1,1,1,3,2.913,4,A,16,NA,NA,Pre-Nursing,0,20042,1,Sp04,32727,Unknown,0,0,NA,NA,NA,M,131,MAJOR: PRE-NURSING
22,Unknown,2.41,Male,Junior,2.0-2.4,Unknown,32727,60-74,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Unknown,NA,1,1,3,2.437,3,B,12,NA,NA,Pre-Nursing,0,20042,1,Sp04,32727,Unknown,0,0,NA,NA,NA,M,131,MAJOR: PRE-NURSING
20,> 4.0,3.71,Male,Junior,3.5-4.0,White,32727,60-74,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,NA,1,1,4,3.773,4,A,16,4.150000095,NA,Biol-Physiology & Anatomy,0,20042,1,Sp04,32727,> 4.0,0,0,1290,670,620,M,131,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
20,2.0-2.4,2.55,Female,Sophomore,2.5-2.9,Hispanic,32726,30-44,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,NA,1,1,2.54,2.81,3,B,12,2.470000029,NA,Pre-Nursing,0,20042,1,Sp04,32726,2.0-2.4,1,1,560,240,320,F,142,MAJOR: PRE-NURSING
20,3.0-3.4,2.55,Female,Sophomore,2.5-2.9,Hispanic,32726,30-44,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,3,2.66,3,B,12,3.289999962,NA,Pre-Psychology,0,20042,1,Sp04,32726,3.0-3.4,1,1,670,360,310,F,142,MAJOR: PRE-PSYCHOLOGY
20,3.0-3.4,1.93,Female,Sophomore,1.5-1.9,Hispanic,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,NA,1,1,2.5,2.029,3,B,12,3.25,NA,Pre-Psychology,0,20042,1,Sp04,32727,3.0-3.4,0,1,NA,NA,NA,F,131,MAJOR: PRE-PSYCHOLOGY
20,3.0-3.4,3.09,Female,Sophomore,3.0-3.4,Hispanic,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,NA,1,1,4,3.278,4,A,16,3.319999933,NA,Liberal Studies-Blended Pgm,0,20042,1,Sp04,32727,3.0-3.4,0,1,850,440,410,F,131,MAJOR: LIBERAL STUDIES - BLENDED PROGRAM
21,3.0-3.4,3.07,Female,Sophomore,3.0-3.4,Hispanic,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,2,2.884,3,B,12,3.200000048,NA,Liberal Studies-Blended Pgm,0,20042,1,Sp04,32727,3.0-3.4,0,1,780,400,380,F,131,MAJOR: LIBERAL STUDIES - BLENDED PROGRAM
21,2.5-2.9,2.02,Female,Sophomore,2.0-2.4,Hispanic,32726,30-44,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,NA,1,1,1.85,2.038,3,B,12,2.609999895,NA,Undeclared                UGRD,0,20042,1,Sp04,32726,2.5-2.9,1,1,NA,NA,NA,F,142,MAJOR: UNDECLARED
21,3.5-4.0,3.16,Female,Junior,3.0-3.4,Hispanic,32727,60-74,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,3.14,3.243,4,A,16,3.609999895,NA,Pre-Nursing,0,20042,1,Sp04,32727,3.5-4.0,1,0,1010,550,460,F,131,MAJOR: PRE-NURSING
21,3.5-4.0,3.1,Female,Junior,3.0-3.4,Hispanic,32727,60-74,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,3.5,3.181,4,A,16,3.799999952,NA,Biol-Organismic & General,0,20042,1,Sp04,32727,3.5-4.0,0,0,1100,500,600,F,131,MAJOR: BIOLOGY - ORGANISMIC AND GENERAL BIOLOGY OPTION
22,2.5-2.9,2.28,Female,Senior,2.0-2.4,Hispanic,32726,90-104,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,1.71,2.287,1,D,4,2.5599999430000002,NA,Pre-Psychology,0,20042,0,Sp04,32726,2.5-2.9,1,1,NA,NA,NA,F,142,MAJOR: PRE-PSYCHOLOGY
20,3.5-4.0,2.44,Male,Sophomore,2.0-2.4,Asian,32726,30-44,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,Y,Asian,1,1,1,1.92,2.4,2,C,8,3.799999952,NA,Computer Engineering,0,20042,1,Sp04,32726,3.5-4.0,1,1,630,280,350,M,142,MAJOR: COMPUTER ENGINEERING
21,2.0-2.4,1.6,Male,Sophomore,1.5-1.9,Unknown,32727,45-59,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,Y,Unknown,NA,1,1,1.77,1.889,2,C,8,2.329999924,NA,Health Sci-Comm Health,0,20042,1,Sp04,32727,2.0-2.4,1,1,NA,NA,NA,M,131,MAJOR: HEALTH SCIENCE - COMMUNITY HEALTH OPTION
18,2.5-2.9,3.25,Female,Freshman,3.0-3.4,African American,32727,0-14,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,African American,1,1,1,3.77,3.52,4,A,16,2.8499999049999998,NA,Pre-Nursing,0,20042,1,Sp04,32727,2.5-2.9,1,1,740,330,410,F,131,MAJOR: PRE-NURSING
19,3.5-4.0,3.8,Female,Freshman,3.5-4.0,African American,32726,15-29,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,African American,0,0,1,3.81,3.806,4,A,16,3.5,NA,Pre-Nursing,0,20042,1,Sp04,32726,3.5-4.0,0,0,1090,530,560,F,142,MAJOR: PRE-NURSING
20,3.0-3.4,1.82,Female,Freshman,1.5-1.9,African American,32726,15-29,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,African American,0,0,1,1.85,1.826,3,B,12,3.140000105,NA,Pre-Nursing,0,20042,1,Sp04,32726,3.0-3.4,1,1,800,430,370,F,142,MAJOR: PRE-NURSING
19,> 4.0,3,Female,Freshman,3.0-3.4,Asian,32727,15-29,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Asian,0,0,1,3.93,3.467,4,A,16,4.25,NA,Pre-Physical Therapy,0,20042,1,Sp04,32727,> 4.0,0,0,1120,530,590,F,131,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
19,3.5-4.0,3.75,Female,Freshman,3.5-4.0,Asian,32726,15-29,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Asian,0,1,1,4,3.893,4,A,16,3.569999933,NA,Pre-Nursing,0,20042,1,Sp04,32726,3.5-4.0,0,0,1030,550,480,F,142,MAJOR: PRE-NURSING
19,3.0-3.4,3.38,Female,Freshman,3.0-3.4,Asian,32726,15-29,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Asian,0,0,1,3.5,3.441,4,A,16,3.069999933,NA,Pre-Nursing,0,20042,1,Sp04,32726,3.0-3.4,0,0,910,490,420,F,142,MAJOR: PRE-NURSING
19,3.5-4.0,3,Female,Freshman,3.0-3.4,Asian,32727,15-29,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Asian,0,1,1,3.63,3.313,4,A,16,3.920000076,NA,Pre-Nursing,0,20042,1,Sp04,32727,3.5-4.0,0,0,1090,500,590,F,131,MAJOR: PRE-NURSING
19,3.5-4.0,3.25,Female,Freshman,3.0-3.4,Asian,32726,15-29,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Asian,1,0,1,3.32,3.5,3,B,12,3.630000114,NA,Pre-Physical Therapy,0,20042,1,Sp04,32726,3.5-4.0,0,0,1070,580,490,F,142,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
18,2.5-2.9,3.5,Female,Freshman,3.5-4.0,Asian,32727,0-14,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Asian,0,1,1,3,3.24,3,B,12,2.839999914,NA,Pre-Nursing,0,20042,1,Sp04,32727,2.5-2.9,0,0,1010,500,510,F,131,MAJOR: PRE-NURSING
19,3.5-4.0,3.56,Female,Freshman,3.5-4.0,Asian,32726,15-29,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Asian,1,1,1,3.08,3.345,4,A,16,3.6500000950000002,NA,Biol-Physiology & Anatomy,0,20042,1,Sp04,32726,3.5-4.0,0,0,980,540,440,F,142,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
19,3.5-4.0,4,Female,Freshman,3.5-4.0,Asian,32726,0-14,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Asian,NA,1,1,3.7,3.8,4,A,16,3.579999924,NA,Pre-Psychology,0,20042,1,Sp04,32726,3.5-4.0,0,0,1080,580,500,F,142,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,2.75,Female,Freshman,2.5-2.9,Hispanic,32727,0-14,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,1,0,1,2.21,2.462,4,A,16,3.569999933,NA,Pre-Physical Therapy,0,20042,1,Sp04,32727,3.5-4.0,0,0,990,530,460,F,131,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
20,3.0-3.4,3.25,Female,Freshman,3.0-3.4,Hispanic,32726,15-29,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,1,1,0,3.5,3.35,3,B,12,3.339999914,NA,Pre-Physical Therapy,0,20042,1,Sp04,32726,3.0-3.4,1,1,710,400,310,F,142,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
19,3.5-4.0,3,Female,Freshman,3.0-3.4,Hispanic,32726,0-14,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,1,1,1,2.63,2.76,3,B,12,3.960000038,NA,Pre-Nursing,0,20042,1,Sp04,32726,3.5-4.0,1,1,820,440,380,F,142,MAJOR: PRE-NURSING
19,3.5-4.0,2.83,Female,Freshman,2.5-2.9,Hispanic,32727,15-29,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,NA,1,1,3,3.103,3,B,12,3.75999999,NA,Pre-Nursing,0,20042,1,Sp04,32727,3.5-4.0,0,0,1170,570,600,F,131,MAJOR: PRE-NURSING
19,3.0-3.4,2.25,Female,Freshman,2.0-2.4,Hispanic,32727,0-14,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,0,1,1,2.43,2.316,2,C,8,3.2300000190000002,NA,Pre-Nursing,0,20042,1,Sp04,32727,3.0-3.4,0,1,NA,NA,NA,F,131,MAJOR: PRE-NURSING
19,3.0-3.4,1.59,Female,Freshman,1.5-1.9,Hispanic,32727,15-29,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,1,1,1,1.15,1.743,0,F,0,3.4000000950000002,NA,Pre-Nursing,0,20042,0,Sp04,32727,3.0-3.4,1,1,NA,NA,NA,F,131,MAJOR: PRE-NURSING
18,3.0-3.4,3,Female,Freshman,3.0-3.4,Hispanic,32726,0-14,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,1,0,1,3.77,3.455,4,A,16,3.4000000950000002,NA,Pre-Psychology,0,20042,1,Sp04,32726,3.0-3.4,0,0,910,460,450,F,142,MAJOR: PRE-PSYCHOLOGY
19,3.0-3.4,3.08,Female,Freshman,3.0-3.4,Hispanic,32726,0-14,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,0,1,1,3,3.038,3,B,12,3.390000105,NA,Pre-Psychology,0,20042,1,Sp04,32726,3.0-3.4,0,1,1020,520,500,F,142,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,2.36,Female,Freshman,2.0-2.4,Hispanic,32727,0-14,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,NA,1,1,1.4,1.958,2,C,8,3.569999933,NA,Pre-Psychology,0,20042,1,Sp04,32727,3.5-4.0,0,1,NA,NA,NA,F,131,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,3.67,Female,Freshman,3.5-4.0,Hispanic,32726,0-14,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,NA,1,1,3.7,3.684,4,A,16,3.5,NA,Liberal Studies-Blended Pgm,0,20042,1,Sp04,32726,3.5-4.0,0,1,1010,490,520,F,142,MAJOR: LIBERAL STUDIES - BLENDED PROGRAM
19,3.5-4.0,3.5,Female,Freshman,3.5-4.0,Hispanic,32726,0-14,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,1,1,1,4,3.786,4,A,16,3.910000086,NA,Undeclared                UGRD,0,20042,1,Sp04,32726,3.5-4.0,1,1,NA,NA,NA,F,142,MAJOR: UNDECLARED
20,3.0-3.4,1.91,Female,Freshman,1.5-1.9,Hispanic,32727,15-29,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,NA,1,1,3,2.372,3,B,12,3.210000038,NA,Undeclared                UGRD,0,20042,1,Sp04,32727,3.0-3.4,0,1,NA,NA,NA,F,131,MAJOR: UNDECLARED
19,2.5-2.9,2.56,Female,Freshman,2.5-2.9,Hispanic,32727,15-29,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,Hispanic,1,1,1,2.6,2.794,2,C,8,2.5,NA,Undeclared                UGRD,0,20042,1,Sp04,32727,2.5-2.9,1,1,820,430,390,F,131,MAJOR: UNDECLARED
23,3.0-3.4,3.77,Female,Freshman,3.5-4.0,Non-Resident Alien,32726,15-29,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Non-Resident Alien,NA,0,1,3.64,3.692,4,A,16,3,NA,Health Sci-Comm Health,0,20042,1,Sp04,32726,3.0-3.4,0,0,1110,650,460,F,142,MAJOR: HEALTH SCIENCE - COMMUNITY HEALTH OPTION
19,3.5-4.0,2.5,Female,Freshman,2.5-2.9,Unknown,32726,0-14,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Unknown,1,0,1,3.8,3.333,4,A,16,3.779999971,NA,Biol-Physiology & Anatomy,0,20042,1,Sp04,32726,3.5-4.0,0,1,1020,520,500,F,142,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
19,3.0-3.4,2.5,Female,Freshman,2.5-2.9,Unknown,32726,0-14,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,Unknown,NA,1,1,3.54,3.087,4,A,16,3.0599999430000002,NA,Pre-Psychology,0,20042,1,Sp04,32726,3.0-3.4,0,1,980,450,530,F,142,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,3.56,Female,Freshman,3.5-4.0,White,32727,15-29,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,1,0,1,3.3,3.41,4,A,16,3.859999895,NA,Music-Music As A Liberal Art,0,20042,1,Sp04,32727,3.5-4.0,0,0,1080,570,510,F,131,MAJOR: MUSIC - MUSIC AS A LIBERAL ART OPTION
19,3.5-4.0,3.67,Female,Freshman,3.5-4.0,White,32727,15-29,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,1,0,1,3.63,3.647,4,A,16,3.779999971,NA,Pre-Physical Therapy,0,20042,1,Sp04,32727,3.5-4.0,0,0,1190,630,560,F,131,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
19,> 4.0,4,Female,Freshman,3.5-4.0,White,32727,15-29,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,1,0,1,3.81,3.914,4,A,16,4.300000191,NA,Pre-Physical Therapy,0,20042,1,Sp04,32727,> 4.0,0,0,960,480,480,F,131,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
19,> 4.0,3.46,Female,Freshman,3.0-3.4,White,32726,0-14,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,0,1,1,3.77,3.615,4,A,16,4.050000191,NA,Pre-Nursing,0,20042,1,Sp04,32726,> 4.0,1,0,840,500,340,F,142,MAJOR: PRE-NURSING
19,3.0-3.4,2.75,Female,Freshman,2.5-2.9,White,32726,15-29,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,0,1,1,2.86,2.8,3,B,12,3.470000029,NA,Pre-Physical Therapy,0,20042,1,Sp04,32726,3.0-3.4,0,0,1050,600,450,F,142,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
19,> 4.0,3.9,Female,Freshman,3.5-4.0,White,32727,15-29,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,NA,1,1,3.79,3.86,4,A,16,4.099999905,NA,Pre-Physical Therapy,0,20042,1,Sp04,32727,> 4.0,0,0,930,480,450,F,131,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
20,3.0-3.4,2.54,Female,Freshman,2.5-2.9,White,32726,0-14,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,1,1,1,2.67,2.216,3,B,12,3.329999924,NA,Pre-Business,0,20042,1,Sp04,32726,3.0-3.4,0,1,940,490,450,F,142,MAJOR: PRE-BUSINESS
18,3.5-4.0,3.43,Female,Freshman,3.0-3.4,White,32727,0-14,Continuing,10,32727,E,Not,Psychology,PSYCH 10,1,NA,White,0,1,1,3.75,3.577,4,A,16,3.9800000190000002,NA,Pre-Psychology,0,20042,1,Sp04,32727,3.5-4.0,0,0,1330,670,660,F,131,MAJOR: PRE-PSYCHOLOGY
19,> 4.0,3.8,Female,Freshman,3.5-4.0,White,32726,15-29,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,1,1,1,3.63,3.71,4,A,16,4.090000153,NA,Pre-Psychology,0,20042,1,Sp04,32726,> 4.0,0,0,1100,560,540,F,142,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,3.17,Female,Freshman,3.0-3.4,White,32726,15-29,Continuing,10,32726,E,Not,Psychology,PSYCH 10,1,NA,White,1,1,1,2.64,2.966,3,B,12,3.569999933,NA,Pre-Psychology,0,20042,1,Sp04,32726,3.5-4.0,1,1,920,510,410,F,142,MAJOR: PRE-PSYCHOLOGY
