AGE,HS_GPA,Cum_GPA,Comp_sex,comp_lev,Cum GPA BOT group,Ethnicity,CrsHierarchy,Cum Units BOT group,comp_enrol,CatalogNum,Course Number,Class Type,Comp Pell,CourseDpt,Course,ENR_STATUS,EOP_STATUS,ETH_WASC,FGS_all,FresnoSArea,FullTime,GPA_T1,GPAcum_T1,GradeNum,Grade,Grd Points,HSGPA,INSTI_NAME,LCOM Group,MajorDesc,PELL_Recipient,PERIOD,Pass,Semester,Course Number,Profile 2,RemEngl,RemMath,SAT_COMP,SAT_MATH,SAT_VERB,SEX,Tot Enrl,Transcript Description
20,2.5-2.9,2.21,Female,Sophomore,2.0-2.4,Hispanic,32073,30-44,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,1.29,1.938,0,F,0,2.569999933,Sunnyside High,,Psychology,0,20122,0,Sp12,32073,2.5-2.9,1,1,,,,F,253,MAJOR: PSYCHOLOGY
20,3.0-3.4,2.17,Male,Sophomore,2.0-2.4,Hispanic,32074,30-44,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,1.25,2.067,0,F,0,3.269999981,Farmersville High,,Biology,0,20122,0,Sp12,32074,3.0-3.4,1,1,840,460,380,M,249,MAJOR: BIOLOGY
20,2.5-2.9,2.37,Female,Sophomore,2.0-2.4,Hispanic,32493,30-44,Continuing,10,32493,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.19,2.886,3,B,9,2.910000086,Clovis High,,Pre-Nursing,0,20122,1,Sp12,32493,2.5-2.9,1,1,860,440,420,F,83,MAJOR: PRE-NURSING
21,2.5-2.9,1.87,Male,Sophomore,1.5-1.9,Hispanic,32493,30-44,Returning,10,32493,E,Not,Psychology,PSYCH 10,3,Y,Hispanic,1,1,1,1.54,1.984,1,D,3,2.619999886,Fresno City College,,Pre-Business,0,20122,0,Sp12,32493,2.5-2.9,0,0,840,430,410,M,83,MAJOR: PRE-BUSINESS
21,2.5-2.9,2.55,Male,Sophomore,2.5-2.9,Asian,32073,30-44,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,3,2.804,1,D,3,2.730000019,Redwood High,,Undeclared                UGRD,0,20122,0,Sp12,32073,2.5-2.9,1,1,800,380,420,M,253,MAJOR: UNDECLARED
22,2.0-2.4,1.68,Female,Sophomore,1.5-1.9,Hispanic,32074,45-59,Returning,10,32074,E,Not,Psychology,PSYCH 10,3,Y,Hispanic,1,0,1,3.25,2.014,2,C,6,2.380000114,Fresno City College,,Food & Nutr Sci-Culinology,0,20122,1,Sp12,32074,2.0-2.4,0,0,850,450,400,F,249,MAJOR: FOOD AND NUTRITIONAL SCIENCES - CULINOLOGY OPTION
20,3.0-3.4,1.97,Female,Sophomore,1.5-1.9,Hispanic,32074,30-44,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,0,1,1,2.119,0,F,0,3.220000029,Alisal High,,Animal Sci-Pre Veterinary,0,20122,0,Sp12,32074,3.0-3.4,0,1,700,330,370,F,249,MAJOR: ANIMAL SCIENCES-SCIENCE OPTION
28,2.5-2.9,2.54,Female,Senior,2.5-2.9,White,32493,120-139,Continuing,10,32493,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,1.75,2.48,2,C,6,2.779999971,California State University  Fullerton,,M Comm & Journ-Public Relation,0,20122,1,Sp12,32493,2.5-2.9,0,0,,,,F,83,MAJOR: MASS COMMUNICATION AND JOURNALISM - PUBLIC RELATIONS OPTION
23,3.5-4.0,1.97,Female,Junior,1.5-1.9,Hispanic,32074,75-89,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,0.57,1.832,0,F,0,3.559999943,Avenal High,,Social Work,0,20122,0,Sp12,32074,3.5-4.0,1,1,760,420,340,F,249,MAJOR: SOCIAL WORK
23,3.5-4.0,2.47,Female,Senior,2.0-2.4,Hispanic,32073,105-119,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,0,1.09,2.5,0,F,0,3.769999981,Farmersville High,,Crim-Victimology,0,20122,0,Sp12,32073,3.5-4.0,1,1,810,370,440,F,253,MAJOR: CRIMINOLOGY - VICTIMOLOGY OPTION
22,3.0-3.4,2.53,Female,Senior,2.5-2.9,Hispanic,32493,90-104,Continuing,10,32493,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,0,1,3.29,2.637,3,B,9,3,Merced High,,* Pre-Physical Therapy,0,20122,1,Sp12,32493,3.0-3.4,0,0,1090,550,540,F,83,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
21,2.5-2.9,1.88,Female,Sophomore,1.5-1.9,Two or More,32074,45-59,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,Y,Two or More,1,1,1,1.75,1.932,1,D,3,2.569999933,Bullard High,,Athletic Training,0,20122,0,Sp12,32074,2.5-2.9,1,0,950,530,420,F,249,MAJOR:  ATHLETIC TRAINING
22,3.0-3.4,2.15,Male,Junior,2.0-2.4,White,32493,60-74,Continuing,10,32493,E,Not,Psychology,PSYCH 10,1,N,White,1,1,1,2.08,2.143,1,D,3,3.049999952,Clovis East High,,Pre-Psychology,0,20122,0,Sp12,32493,3.0-3.4,1,0,1010,520,490,M,83,MAJOR: PRE-PSYCHOLOGY
21,2.5-2.9,1.82,Female,Sophomore,1.5-1.9,Asian,32074,30-44,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,0,1.468,0,F,0,2.960000038,Washington High,,Undeclared                UGRD,0,20122,0,Sp12,32074,2.5-2.9,1,1,,,,F,249,MAJOR: UNDECLARED
21,2.5-2.9,2.54,Male,Junior,2.5-2.9,Hispanic,32073,60-74,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,0,1,2.83,2.602,0,F,0,2.809999943,Paso Robles High,,Crim-Law Enforcement,0,20122,0,Sp12,32073,2.5-2.9,1,0,1070,570,500,M,253,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
23,3.5-4.0,3.64,Female,Senior,3.5-4.0,White,32074,120-139,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,White,1,0,1,3.75,3.648,3,B,9,3.700000048,West (Merrill F.) High,,* Pre-Physical Therapy,0,20122,1,Sp12,32074,3.5-4.0,0,0,1090,590,500,F,249,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
26,3.0-3.4,2.76,Female,Senior,2.5-2.9,Hispanic,32073,90-104,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.4,2.9,3,B,9,3,Fresno City College,,Sociology,0,20122,1,Sp12,32073,3.0-3.4,0,0,780,370,410,F,253,MAJOR: SOCIOLOGY
22,Unknown,2.68,Male,Junior,2.5-2.9,Hispanic,32073,75-89,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.4,2.858,2,C,6,,Reedley College,,Crim-Law Enforcement,0,20122,1,Sp12,32073,Unknown,0,0,,,,M,253,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
23,Unknown,,Male,Junior,,White,32073,60-74,Transfer,10,32073,E,Not,Psychology,PSYCH 10,4,N,White,1,1,1,3.25,2.929,3,B,9,,West Hills College at Lemoore,,Pre-Psychology,0,20122,1,Sp12,32073,Unknown,0,0,,,,M,253,MAJOR: PRE-PSYCHOLOGY
19,2.5-2.9,3.25,Male,Freshman,3.0-3.4,Hispanic,32493,0-14,Continuing,10,32493,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,0,1,1.39,2.28,0,F,0,2.849999905,San Benito High,,Undeclared                UGRD,0,20122,0,Sp12,32493,2.5-2.9,0,0,930,480,450,M,83,MAJOR: UNDECLARED
22,3.0-3.4,3.17,Female,Junior,3.0-3.4,Hispanic,32073,60-74,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,0,2,3.083,1,D,3,3.269999981,Central High East Campus,,Pre-Psychology,0,20122,0,Sp12,32073,3.0-3.4,1,1,830,360,470,F,253,MAJOR: PRE-PSYCHOLOGY
22,3.5-4.0,2.73,Female,Sophomore,2.5-2.9,Hispanic,32074,45-59,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,0,1,1.25,2.396,0,F,0,3.5,Righetti (Ernest) High,,Crim-Law Enforcement,0,20122,0,Sp12,32074,3.5-4.0,1,1,790,390,400,F,249,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
20,3.5-4.0,2.73,Male,Sophomore,2.5-2.9,African American,32074,45-59,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,African American,1,0,1,2.21,2.559,0,F,0,3.589999914,Cabrillo (Juan Rodriguez) High --Inactive--,,Philosophy-Pre Law,0,20122,0,Sp12,32074,3.5-4.0,0,0,930,480,450,M,249,MAJOR: PHILOSOPHY - PRE-LAW OPTION
21,3.0-3.4,2.71,Male,Sophomore,2.5-2.9,Asian,32073,45-59,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,2.8,2.732,1,D,3,3.190000057,Orosi High,,*Biol-Physiology & Anatomy,0,20122,0,Sp12,32073,3.0-3.4,1,1,750,360,390,M,253,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
21,3.0-3.4,2.76,Male,Junior,2.5-2.9,Hispanic,32073,60-74,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,0,1,2.2,2.659,1,D,3,3.460000038,Ventura High,,Kinesiology-Exercise Science,0,20122,0,Sp12,32073,3.0-3.4,1,1,900,470,430,M,253,MAJOR: KINESIOLOGY - EXERCISE SCIENCE OPTION
19,3.0-3.4,3,Female,Freshman,3.0-3.4,African American,32074,0-14,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,African American,1,1,1,2.67,2.833,0,F,0,3.450000048,Herbert Hoover High,,Crim-Forensic Behavioral Scien,0,20122,0,Sp12,32074,3.0-3.4,1,1,,,,F,249,CRIMINOLOGY - FORENSIC BEHAVIORAL SCIENCES
18,3.0-3.4,2.67,Female,Freshman,2.5-2.9,Asian,32073,0-14,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,2.5,2.571,0,F,0,3.269999981,Clovis East High,,Pre-Nursing,0,20122,0,Sp12,32073,3.0-3.4,1,1,780,430,350,F,253,MAJOR: PRE-NURSING
18,3.0-3.4,1.5,Female,Freshman,1.5-1.9,Asian,32074,0-14,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,0.33,1,0,F,0,3.180000067,Buchanan High,,Pre-Nursing,0,20122,0,Sp12,32074,3.0-3.4,1,1,,,,F,249,MAJOR: PRE-NURSING
19,3.0-3.4,2,Female,Freshman,2.0-2.4,Asian,32074,0-14,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,0.5,1.25,0,F,0,3.190000057,Duncan (Erma) Polytechnical High,,Pre-Nursing,0,20122,0,Sp12,32074,3.0-3.4,1,0,860,440,420,F,249,MAJOR: PRE-NURSING
19,3.0-3.4,3.64,Female,Freshman,3.5-4.0,Hispanic,32073,15-29,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3,3.346,1,D,3,3.180000067,Central High East Campus,,Pre-Nursing,0,20122,0,Sp12,32073,3.0-3.4,0,0,1070,540,530,F,253,MAJOR: PRE-NURSING
19,3.0-3.4,2.75,Female,Freshman,2.5-2.9,Hispanic,32073,15-29,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2,2.375,0,F,0,3.289999962,Tulare Western High,,Social Work,0,20122,0,Sp12,32073,3.0-3.4,1,0,890,450,440,F,253,MAJOR: SOCIAL WORK
20,3.0-3.4,3.25,Female,Freshman,3.0-3.4,Hispanic,32073,15-29,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3,3.111,1,D,3,3.220000029,Herbert Hoover High,,Sociology,0,20122,0,Sp12,32073,3.0-3.4,1,0,960,470,490,F,253,MAJOR: SOCIOLOGY
19,2.5-2.9,2.67,Female,Freshman,2.5-2.9,Hispanic,32074,0-14,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,1,1.833,0,F,0,2.799999952,Washington High,,Pre-Psychology,0,20122,0,Sp12,32074,2.5-2.9,1,1,670,330,340,F,249,MAJOR: PRE-PSYCHOLOGY
19,2.5-2.9,2.2,Female,Freshman,2.0-2.4,Hispanic,32493,0-14,Continuing,10,32493,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,1.6,1.84,0,F,0,2.960000038,Clovis East High,,Pre-Psychology,0,20122,0,Sp12,32493,2.5-2.9,0,1,900,430,470,F,83,MAJOR: PRE-PSYCHOLOGY
19,2.5-2.9,3.33,Female,Freshman,3.0-3.4,Hispanic,32074,0-14,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.64,2.913,1,D,3,2.75999999,Roosevelt High,,Animal Science-Basic Animl Sc,0,20122,0,Sp12,32074,2.5-2.9,1,1,,,,F,249,MAJOR: ANIMAL SCIENCES-SCIENCE OPTION
19,3.5-4.0,2.75,Female,Freshman,2.5-2.9,Non-Resident Alien,32074,0-14,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Non-Resident Alien,1,1,1,2.2,2.444,1,D,3,3.609999895,Washington High,,Social Work,0,20122,0,Sp12,32074,3.5-4.0,1,1,860,430,430,F,249,MAJOR: SOCIAL WORK
19,3.5-4.0,3,Female,Freshman,3.0-3.4,White,32074,15-29,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,2.39,2.68,1,D,3,3.849999905,Buchanan High,,Pre-Business,0,20122,0,Sp12,32074,3.5-4.0,0,0,1160,600,560,F,249,MAJOR: PRE-BUSINESS
20,3.0-3.4,2.6,Female,Sophomore,2.5-2.9,Hispanic,32073,30-44,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.25,2.615,0,F,0,3.349999905,Sunnyside High,,*Child Development-Practitionr,0,20122,0,Sp12,32073,3.0-3.4,1,1,800,410,390,F,253,MAJOR: CHILD DEVELOPMENT - PRACTITIONER OPTION
20,3.0-3.4,2.55,Female,Sophomore,2.5-2.9,Hispanic,32073,30-44,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,0,1,1.81,2.306,0,F,0,3.220000029,Alisal High,,Undeclared                UGRD,0,20122,0,Sp12,32073,3.0-3.4,1,1,880,430,450,F,253,MAJOR: UNDECLARED
20,2.5-2.9,1.7,Male,Freshman,1.5-1.9,Hispanic,32493,15-29,Continuing,10,32493,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,1.86,1.75,0,F,0,2.700000048,Sunnyside High,,Kinesiology-Physical Ed Cred,0,20122,0,Sp12,32493,2.5-2.9,1,1,780,420,360,M,83,MAJOR: KINESIOLOGY - PHYSICAL EDUCATION OPTION
19,2.5-2.9,3,Male,Freshman,3.0-3.4,Hispanic,32073,0-14,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,1.15,2.04,0,F,0,2.900000095,Edison High,,Undeclared                UGRD,0,20122,0,Sp12,32073,2.5-2.9,1,0,930,480,450,M,253,MAJOR: UNDECLARED
19,2.5-2.9,2.94,Male,Freshman,2.5-2.9,White,32073,15-29,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,1.8,2.387,0,F,0,2.529999971,Hanford High,,Undeclared                UGRD,0,20122,0,Sp12,32073,2.5-2.9,1,0,1000,520,480,M,253,MAJOR: UNDECLARED
21,3.0-3.4,2.64,Male,Sophomore,2.5-2.9,African American,32493,30-44,Continuing,10,32493,E,Not,Psychology,PSYCH 10,1,N,African American,0,1,1,1.5,2.429,0,F,0,3.049999952,Sunnyside High,,Crim-Law Enforcement,0,20122,0,Sp12,32493,3.0-3.4,1,1,,,,M,83,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
20,3.0-3.4,2.33,Male,Sophomore,2.0-2.4,Asian,32073,30-44,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,2.67,2.417,0,F,0,3,Duncan (Erma) Polytechnical High,,Art,0,20122,0,Sp12,32073,3.0-3.4,1,0,910,510,400,M,253,MAJOR: ART
20,2.5-2.9,2,Male,Sophomore,2.0-2.4,Asian,32073,30-44,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,1.33,1.792,0,F,0,2.920000076,Duncan (Erma) Polytechnical High,,Theatre Arts-Dance,0,20122,0,Sp12,32073,2.5-2.9,1,1,780,400,380,M,253,MAJOR: THEATRE ARTS - DANCE OPTION
20,3.0-3.4,2.8,Male,Sophomore,2.5-2.9,Hispanic,32073,30-44,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,1,1,1.75,2.5,0,F,0,3,Hanford High,,Plant Sci - Plant Health,0,20122,0,Sp12,32073,3.0-3.4,1,1,810,370,440,M,253,MAJOR: PLANT SCIENCE - PLANT HEALTH OPTION
21,3.5-4.0,2.84,Male,Sophomore,2.5-2.9,Unknown,32073,30-44,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Unknown,1,1,1,1.39,2.674,0,F,0,3.950000048,Liberty High,,Pre-Nursing,0,20122,0,Sp12,32073,3.5-4.0,0,0,1160,620,540,M,253,MAJOR: PRE-NURSING
20,3.0-3.4,2.73,Female,Sophomore,2.5-2.9,Hispanic,32074,30-44,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,0.69,2.302,0,F,0,3.230000019,Firebaugh High,,Child Development,0,20122,0,Sp12,32074,3.0-3.4,1,0,940,490,450,F,249,MAJOR: CHILD DEVELOPMENT
19,2.0-2.4,2.75,Female,Freshman,2.5-2.9,Hispanic,32493,0-14,Continuing,10,32493,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,0,1,1.54,2.12,0,F,0,2.329999924,Shafter High,,Pre-Psychology,0,20122,0,Sp12,32493,2.0-2.4,1,0,630,330,300,F,83,MAJOR: PRE-PSYCHOLOGY
19,3.0-3.4,3,Female,Freshman,3.0-3.4,Hispanic,32074,0-14,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.25,2.571,1,D,3,3.119999886,Herbert Hoover High,,Pre-Nursing,0,20122,0,Sp12,32074,3.0-3.4,1,1,,,,F,249,MAJOR: PRE-NURSING
19,3.5-4.0,2,Female,Freshman,2.0-2.4,Asian,32074,0-14,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,0,1,1.5,0,F,0,3.650000095,Herbert Hoover High,,Pre-Nursing,0,20122,0,Sp12,32074,3.5-4.0,1,1,760,390,370,F,249,MAJOR: PRE-NURSING
21,3.0-3.4,2.27,Male,Junior,2.0-2.4,Hispanic,32073,60-74,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,1.4,2.104,0,F,0,3.230000019,Duncan (Erma) Polytechnical High,,Crim-Forensic Behavioral Scien,0,20122,0,Sp12,32073,3.0-3.4,0,0,1000,460,540,M,253,CRIMINOLOGY - FORENSIC BEHAVIORAL SCIENCES
20,3.0-3.4,2.73,Female,Sophomore,2.5-2.9,Non-Resident Alien,32073,30-44,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Non-Resident Alien,1,1,1,2.31,2.884,0,F,0,3.150000095,Clovis High,,Pre-Psychology,0,20122,0,Sp12,32073,3.0-3.4,1,1,880,470,410,F,253,MAJOR: PRE-PSYCHOLOGY
25,Unknown,,Female,Junior,,Hispanic,32073,75-89,Transfer,10,32073,E,Not,Psychology,PSYCH 10,4,N,Hispanic,1,1,1,2.08,2.604,0,F,0,,Reedley College,,Pre-Psychology,0,20122,0,Sp12,32073,Unknown,0,0,,,,F,253,MAJOR: PRE-PSYCHOLOGY
24,3.0-3.4,2.78,Female,Senior,2.5-2.9,Hispanic,32073,90-104,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,,1,1,2.25,2.697,0,F,0,3,Sanger High,,Health Sci-Comm Health,0,20122,0,Sp12,32073,3.0-3.4,1,0,,,,F,253,MAJOR: HEALTH SCIENCE - COMMUNITY HEALTH OPTION
20,3.0-3.4,3.33,Male,Freshman,3.0-3.4,Pacific Islander,32073,0-14,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Pacific Islander,0,0,1,2.29,2.654,0,F,0,3.170000076,Morse Senior High,,Undeclared                UGRD,0,20122,0,Sp12,32073,3.0-3.4,1,1,820,440,380,M,253,MAJOR: UNDECLARED
19,3.0-3.4,2.67,Female,Freshman,2.5-2.9,Asian,32073,15-29,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,Y,Asian,1,1,1,0.86,1.565,0,F,0,3.289999962,McLane High,,Chemistry,0,20122,0,Sp12,32073,3.0-3.4,1,1,690,390,300,F,253,MAJOR: CHEMISTRY
20,2.0-2.4,2.14,Female,Freshman,2.0-2.4,Hispanic,32074,15-29,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,0,1,2.15,2.147,1,D,3,2.460000038,Johansen (Peter) High,,Cognitive Science,0,20122,0,Sp12,32074,2.0-2.4,0,0,,,,F,249,MAJOR: COGNITIVE SCIENCE
19,2.5-2.9,2.57,Female,Freshman,2.5-2.9,Hispanic,32073,0-14,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,2,2.211,0,F,0,2.880000114,Riverdale High,,Animal Sci-Pre Veterinary,0,20122,0,Sp12,32073,2.5-2.9,0,1,840,420,420,F,253,MAJOR: ANIMAL SCIENCES-SCIENCE OPTION
22,2.5-2.9,3.22,Female,Senior,3.0-3.4,White,32493,90-104,Continuing,10,32493,E,Not,Psychology,PSYCH 10,1,N,White,0,0,1,2,3.078,0,F,0,2.819999933,Saugus High,,M Comm & Journ-Public Relation,0,20122,0,Sp12,32493,2.5-2.9,0,0,1110,520,590,F,83,MAJOR: MASS COMMUNICATION AND JOURNALISM - PUBLIC RELATIONS OPTION
20,> 4.0,3.26,Female,Sophomore,3.0-3.4,Asian,32074,45-59,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,Y,Asian,1,1,1,0.92,2.709,1,D,3,4.059999943,Roosevelt High,,Pre-Nursing,0,20122,0,Sp12,32074,> 4.0,1,0,990,550,440,F,249,MAJOR: PRE-NURSING
19,3.0-3.4,2.33,Female,Freshman,2.0-2.4,Asian,32074,0-14,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,1,1.5,0,F,0,3.230000019,Sanger High,,Pre-Nursing,0,20122,0,Sp12,32074,3.0-3.4,1,1,600,380,220,F,249,MAJOR: PRE-NURSING
19,3.5-4.0,3.67,Female,Freshman,3.5-4.0,Asian,32073,0-14,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,2.5,3,1,D,3,3.5,Duncan (Erma) Polytechnical High,,Pre-Nursing,0,20122,0,Sp12,32073,3.5-4.0,0,0,940,450,490,F,253,MAJOR: PRE-NURSING
19,3.5-4.0,3,Female,Freshman,3.0-3.4,Asian,32073,15-29,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Asian,0,1,1,1.5,2.333,1,D,3,3.539999962,Central High East Campus,,Crim-Forensic Behavioral Scien,0,20122,0,Sp12,32073,3.5-4.0,0,0,980,500,480,F,253,CRIMINOLOGY - FORENSIC BEHAVIORAL SCIENCES
19,3.0-3.4,2,Female,Freshman,2.0-2.4,Asian,32074,0-14,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,2,2.333,0,F,0,3.049999952,Fresno High,,Child Development,0,20122,0,Sp12,32074,3.0-3.4,1,1,,,,F,249,MAJOR: CHILD DEVELOPMENT
19,> 4.0,3,Female,Freshman,3.0-3.4,Asian,32073,15-29,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,3.25,3.143,1,D,3,4.230000019,Sunnyside High,,Undeclared                UGRD,0,20122,0,Sp12,32073,> 4.0,0,1,810,360,450,F,253,MAJOR: UNDECLARED
19,3.5-4.0,2.86,Female,Freshman,2.5-2.9,Asian,32073,0-14,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,1.4,2.103,1,D,3,3.549999952,Herbert Hoover High,,Undeclared                UGRD,0,20122,0,Sp12,32073,3.5-4.0,0,0,930,520,410,F,253,MAJOR: UNDECLARED
19,3.5-4.0,3,Female,Freshman,3.0-3.4,Hispanic,32074,15-29,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,1.56,2.179,1,D,3,3.670000076,McLane High,,Pre-Nursing,0,20122,0,Sp12,32074,3.5-4.0,0,1,1010,430,580,F,249,MAJOR: PRE-NURSING
18,3.0-3.4,3.5,Female,Freshman,3.5-4.0,Hispanic,32073,0-14,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.33,3,1,D,3,3.420000076,Clovis East High,,Health Sci-Comm Health,0,20122,0,Sp12,32073,3.0-3.4,0,0,,,,F,253,MAJOR: HEALTH SCIENCE - COMMUNITY HEALTH OPTION
19,3.5-4.0,2.5,Female,Freshman,2.5-2.9,Hispanic,32073,0-14,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.2,2.625,0,F,0,3.940000057,Fresno High,,Pre-Nursing,0,20122,0,Sp12,32073,3.5-4.0,0,0,,,,F,253,MAJOR: PRE-NURSING
19,3.5-4.0,2.25,Female,Freshman,2.0-2.4,Hispanic,32073,0-14,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,0,1,1.25,1.75,0,F,0,3.559999943,Golden Valley High,,Pre-Nursing,0,20122,0,Sp12,32073,3.5-4.0,0,0,1020,480,540,F,253,MAJOR: PRE-NURSING
19,3.0-3.4,3.33,Female,Freshman,3.0-3.4,Hispanic,32073,0-14,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.25,2.714,0,F,0,3.450000048,Kerman High,,Pre-Nursing,0,20122,0,Sp12,32073,3.0-3.4,1,1,780,400,380,F,253,MAJOR: PRE-NURSING
19,2.5-2.9,2.71,Female,Freshman,2.5-2.9,Hispanic,32073,15-29,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.5,2.615,0,F,0,2.940000057,Redwood High,,Pre-Nursing,0,20122,0,Sp12,32073,2.5-2.9,1,0,920,470,450,F,253,MAJOR: PRE-NURSING
19,3.0-3.4,2.33,Female,Freshman,2.0-2.4,Hispanic,32073,0-14,Continuing,10,32073,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,1.75,2,0,F,0,3.410000086,San Joaquin Memorial High,,Pre-Nursing,0,20122,0,Sp12,32073,3.0-3.4,0,1,870,400,470,F,253,MAJOR: PRE-NURSING
19,3.0-3.4,2.75,Female,Freshman,2.5-2.9,Hispanic,32074,0-14,Continuing,10,32074,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.29,3.069,0,F,0,3.440000057,Duncan (Erma) Polytechnical High,,Pre-Nursing,0,20122,0,Sp12,32074,3.0-3.4,0,0,1000,520,480,F,249,MAJOR: PRE-NURSING
