AGE,HS_GPA,Cum_GPA,Comp_sex,comp_lev,Cum GPA BOT group,Ethnicity,CrsHierarchy,Cum Units BOT group,comp_enrol,CatalogNum,Course Number,Class Type,Comp Pell,CourseDpt,Course,ENR_STATUS,EOP_STATUS,ETH_WASC,FGS_all,FresnoSArea,FullTime,GPA_T1,GPAcum_T1,GradeNum,Grade,Grd Points,HSGPA,INSTI_NAME,LCOM Group,MajorDesc,PELL_Recipient,PERIOD,Pass,Semester,Course Number,Profile 2,RemEngl,RemMath,SAT_COMP,SAT_MATH,SAT_VERB,SEX,Tot Enrl,Transcript Description
19,3.0-3.4,2.74,Female,Freshman,2.5-2.9,Asian,84300,15-29,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,0,1,1,2.67,2.719,2,C,6,3.24000001,Central High East Campus,,Pre-Nursing,1,20044,1,F04,84300,3.0-3.4,0,1,600,300,300,F,130,MAJOR: PRE-NURSING
19,3.0-3.4,1.33,Female,Freshman,1.0-1.4,Asian,84300,15-29,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,1,1,1,1.33,1.333,2,C,6,3.160000086,Sunnyside High,,Pre-Nursing,1,20044,1,F04,84300,3.0-3.4,1,1,510,200,310,F,130,MAJOR: PRE-NURSING
19,3.5-4.0,2.87,Female,Freshman,2.5-2.9,Asian,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,1,1,1,2.69,3.103,2,C,6,4,Roosevelt High,,Pre-Psychology,1,20044,1,F04,84299,3.5-4.0,0,0,860,470,390,F,245,MAJOR: PRE-PSYCHOLOGY
19,3.0-3.4,3.67,Female,Freshman,3.5-4.0,Hispanic,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,0,1,3,3.5,2,C,6,3.079999924,Livingston High,,Crim-Corrections,1,20044,1,F04,84299,3.0-3.4,0,0,990,480,510,F,245,MAJOR: CRIMINOLOGY - CORRECTIONS OPTION
19,3.0-3.4,2.1,Female,Freshman,2.0-2.4,Hispanic,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,,1,1,2.71,2.595,3,B,9,3.220000029,Selma High,,Pre-Business,1,20044,1,F04,84299,3.0-3.4,0,1,950,430,520,F,245,MAJOR: PRE-BUSINESS
17,3.5-4.0,,Female,Freshman,,Asian,84300,0-14,First-Time,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,5,,Asian,1,0,1,3.25,3.25,4,A,12,3.809999943,Crawford Senior High,,Kinesiology-General Kines,1,20044,1,F04,84300,3.5-4.0,0,0,1100,550,550,F,130,MAJOR: KINESIOLOGY - GENERAL KINESIOLOGY OPTION
18,3.0-3.4,,Female,Freshman,,Hispanic,84299,0-14,First-Time,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,5,,Hispanic,1,1,1,0,0,0,F,0,3,Bullard High,,M Comm & Journ-Photojourn,1,20044,0,F04,84299,3.0-3.4,1,1,780,370,410,F,245,MAJOR: MASS COMMUNICATION AND JOURNALISM - PHOTOJOURNALISM OPTION
19,3.5-4.0,3.34,Female,Sophomore,3.0-3.4,Asian,84300,30-44,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,0,1,1,3.75,3.489,4,A,12,3.5,Clovis High,,Undeclared                UGRD,1,20044,1,F04,84300,3.5-4.0,0,0,1270,620,650,F,130,MAJOR: UNDECLARED
20,3.5-4.0,2.08,Female,Sophomore,2.0-2.4,Asian,84299,30-44,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,,1,1,1.33,1.935,0,F,0,3.549999952,Sunnyside High,,Undeclared                UGRD,1,20044,0,F04,84299,3.5-4.0,1,1,720,390,330,F,245,MAJOR: UNDECLARED
19,> 4.0,3.2,Female,Sophomore,3.0-3.4,Hispanic,84299,30-44,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,1,1,3.5,3.297,3,B,9,4.429999828,Madera High North,,Crim-Victimology,1,20044,1,F04,84299,> 4.0,1,0,1060,590,470,F,245,MAJOR: CRIMINOLOGY - VICTIMOLOGY OPTION
21,3.5-4.0,1.8,Female,Sophomore,1.5-1.9,Hispanic,84299,45-59,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,1,1,0,1.536,0,WU,0,3.519999981,Tranquillity High,,Undeclared                UGRD,1,20044,0,F04,84299,3.5-4.0,0,1,940,370,570,F,245,MAJOR: UNDECLARED
24,Unknown,2.6,Female,Senior,2.5-2.9,Asian,84300,140+,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,1,1,1,2,2.593,2,C,6,,American River College,,Biol-Physiology & Anatomy,1,20044,1,F04,84300,Unknown,0,0,,,,F,130,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
23,Unknown,2.18,Female,Senior,2.0-2.4,Hispanic,84299,90-104,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,1,1,3,2.675,4,A,12,,Tulare Western High,,Pre-Nursing,1,20044,1,F04,84299,Unknown,1,0,980,550,430,F,245,MAJOR: PRE-NURSING
20,3.0-3.4,1.6,Male,Freshman,1.5-1.9,Asian,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,1,1,1,2,2.086,0,F,0,3.119999886,McLane High,,Biol-Organismic & General,1,20044,0,F04,84299,3.0-3.4,1,1,560,300,260,M,245,MAJOR: BIOLOGY - ORGANISMIC AND GENERAL BIOLOGY OPTION
20,3.5-4.0,3,Male,Freshman,3.0-3.4,Asian,84300,15-29,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,1,1,1,1.13,2.063,2,C,6,3.5,Buchanan High,,Civil Engineering,1,20044,1,F04,84300,3.5-4.0,1,0,,,,M,130,MAJOR: CIVIL ENGINEERING
18,2.5-2.9,,Male,Freshman,,African American,84300,0-14,First-Time,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,5,,African American,1,0,1,3.6,3.6,3,B,9,2.819999933,Bishop O'Dowd High School,,Undeclared                UGRD,1,20044,1,F04,84300,2.5-2.9,1,1,930,430,500,M,130,MAJOR: UNDECLARED
21,2.5-2.9,2.72,Male,Sophomore,2.5-2.9,White,84300,45-59,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,White,0,1,1,2.31,2.969,2,C,6,2.950000048,Mariposa County High,,Pre-Nursing,1,20044,1,F04,84300,2.5-2.9,0,0,1160,680,480,M,130,MAJOR: PRE-NURSING
21,3.5-4.0,2.18,Male,Junior,2.0-2.4,Asian,84300,60-74,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,1,1,1,1.8,2.195,2,C,6,3.809999943,McLane High,,Health Sci-Comm Health,1,20044,1,F04,84300,3.5-4.0,1,1,570,320,250,M,130,MAJOR: HEALTH SCIENCE - COMMUNITY HEALTH OPTION
22,Unknown,2.73,Male,Senior,2.5-2.9,Hispanic,84300,105-119,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,0,1,1.71,2.837,2,C,6,,Lompoc High,,Kinesiology-Exercise Science,1,20044,1,F04,84300,Unknown,1,1,870,460,410,M,130,MAJOR: KINESIOLOGY - EXERCISE SCIENCE OPTION
24,2.5-2.9,2.91,Male,Senior,2.5-2.9,Hispanic,84299,105-119,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,1,1,3.19,2.942,2,C,6,2.599999905,Reedley College,,* Liberal Studies,1,20044,1,F04,84299,2.5-2.9,0,0,,,,M,245,MAJOR: LIBERAL STUDIES
21,3.5-4.0,3.65,Male,Senior,3.5-4.0,Unknown,84299,90-104,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Unknown,1,1,1,4,3.695,4,A,12,3.809999943,Clovis West High,,Bus Ad-Entrepreneurship,1,20044,1,F04,84299,3.5-4.0,0,0,1080,540,540,M,245,MAJOR: BUSINESS ADMINISTRATION - ENTREPRENEURSHIP OPTION
19,3.5-4.0,2.63,Female,Freshman,2.5-2.9,Asian,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,Y,Asian,1,1,1,2.84,2.925,4,A,12,3.650000095,Fresno High,,Pre-Nursing,1,20044,1,F04,84299,3.5-4.0,1,1,880,460,420,F,245,MAJOR: PRE-NURSING
19,3.0-3.4,1.43,Female,Freshman,1.0-1.4,Asian,84300,15-29,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,Y,Asian,1,1,1,1,1.3,1,D,3,3.329999924,Sunnyside High,,Pre-Nursing,1,20044,0,F04,84300,3.0-3.4,0,0,,,,F,130,MAJOR: PRE-NURSING
19,3.0-3.4,2.64,Female,Freshman,2.5-2.9,Asian,84300,15-29,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,Y,Asian,1,1,1,1.67,2.5,2,C,6,3.400000095,McLane High,,Pre-Business,1,20044,1,F04,84300,3.0-3.4,0,0,540,330,210,F,130,MAJOR: PRE-BUSINESS
26,Unknown,2.83,Female,Senior,2.5-2.9,Hispanic,84300,105-119,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,Y,Hispanic,,1,1,2.75,2.765,2,C,6,,Avenal High,,* Liberal Studies,1,20044,1,F04,84300,Unknown,0,1,,,,F,130,MAJOR: LIBERAL STUDIES
18,3.0-3.4,3,Male,Freshman,3.0-3.4,Asian,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,Y,Asian,1,1,1,2.15,3.027,2,C,6,3.359999895,McLane High,,Pre-Business,1,20044,1,F04,84299,3.0-3.4,1,1,530,270,260,M,245,MAJOR: PRE-BUSINESS
24,Unknown,3.01,Female,Senior,3.0-3.4,White,84299,140+,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,White,,0,0,1.14,2.91,,NC,0,,Murrieta Valley High,,Music-Music As A Liberal Art,0,20044,0,F04,84299,Unknown,0,0,,,,F,245,MAJOR: MUSIC - MUSIC AS A LIBERAL ART OPTION
18,2.5-2.9,3.08,Male,Freshman,3.0-3.4,African American,84299,15-29,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,African American,1,0,1,2,2.675,1,D,3,2.799999952,Berkeley High,,Crim-Law Enforcement,0,20044,0,F04,84299,2.5-2.9,1,0,1020,550,470,M,245,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
23,3.0-3.4,1.65,Male,Freshman,1.5-1.9,Non-Resident Alien,84299,0-14,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,Non-Resident Alien,,1,1,0,0.917,0,F,0,3,United Kingdom,,Computer Science,0,20044,0,F04,84299,3.0-3.4,0,0,,,,M,245,MAJOR: COMPUTER SCIENCE
19,3.0-3.4,2,Male,Freshman,2.0-2.4,White,84299,15-29,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,White,0,1,1,2.25,2.189,0,F,0,3.069999933,Clovis West High,,Undeclared                UGRD,0,20044,0,F04,84299,3.0-3.4,1,0,1000,560,440,M,245,MAJOR: UNDECLARED
31,Unknown,,Male,Junior,,Unknown,84299,75-89,Transfer,10,84299,E,Not,Psychology,PSYCH 10,4,,Unknown,0,1,1,0.5,2.873,2,C,6,,Reedley College,,Computer Science,0,20044,1,F04,84299,Unknown,0,0,,,,M,245,MAJOR: COMPUTER SCIENCE
19,3.0-3.4,3.05,Female,Freshman,3.0-3.4,Hispanic,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,0,1,3.33,3.143,2,C,6,3.400000095,Livingston High,,Kinesiology-General Kines,1,20044,1,F04,84299,3.0-3.4,1,1,780,370,410,F,245,MAJOR: KINESIOLOGY - GENERAL KINESIOLOGY OPTION
19,3.0-3.4,1.59,Female,Freshman,1.5-1.9,Hispanic,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,1,1,0,1.129,0,F,0,3.140000105,McLane High,,Pre-Business,1,20044,0,F04,84299,3.0-3.4,1,1,780,370,410,F,245,MAJOR: PRE-BUSINESS
20,2.5-2.9,,Female,Freshman,,Hispanic,84299,15-29,Transfer,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,4,,Hispanic,1,1,1,0.77,1.881,0,F,0,2.960000038,San Francisco State University,,Biol-Physiology & Anatomy,1,20044,0,F04,84299,2.5-2.9,1,1,800,410,390,F,245,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
21,3.0-3.4,2.58,Female,Junior,2.5-2.9,Unknown,84300,60-74,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Unknown,1,1,1,1.77,2.523,2,C,6,3.440000057,Central High,,Pre-Psychology,1,20044,1,F04,84300,3.0-3.4,1,1,950,450,500,F,130,MAJOR: PRE-PSYCHOLOGY
21,3.5-4.0,3.26,Female,Junior,3.0-3.4,Hispanic,84299,60-74,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,2.54,3.228,2,C,6,3.829999924,Fowler High,,* Liberal Studies,1,20044,1,F04,84299,3.5-4.0,0,1,790,400,390,F,245,MAJOR: LIBERAL STUDIES
21,3.5-4.0,2.95,Female,Senior,2.5-2.9,American Indian,84300,90-104,Continuing,10,84300,E,Not,Psychology,PSYCH 10,1,,American Indian,1,1,1,3.17,3.062,2,C,6,3.569999933,California State University  Fresno,,M Comm & Journ-Broadcast Journ,0,20044,1,F04,84300,3.5-4.0,0,0,940,480,460,F,130,MAJOR: MASS COMMUNICATION AND JOURNALISM - BROADCAST JOURNALISM OPTION
19,3.0-3.4,1.14,Female,Freshman,1.0-1.4,Hispanic,84299,0-14,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,1,1,2,1.778,2,C,6,3.420000076,Fowler High,,M Comm & Journ-Broadcast Journ,1,20044,1,F04,84299,3.0-3.4,0,1,700,280,420,F,245,MAJOR: MASS COMMUNICATION AND JOURNALISM - BROADCAST JOURNALISM OPTION
19,2.5-2.9,2.19,Female,Freshman,2.0-2.4,Hispanic,84299,15-29,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,0,1,0.33,1.76,0,F,0,2.700000048,Alisal High,,Crim-Law Enforcement,0,20044,0,F04,84299,2.5-2.9,1,1,780,380,400,F,245,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
19,3.0-3.4,1.93,Male,Sophomore,1.5-1.9,African American,84299,45-59,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,African American,1,1,1,2.69,2.316,3,B,9,3.329999924,Bullard High,,Biology-Molecu Cell And Devl,0,20044,1,F04,84299,3.0-3.4,0,1,960,540,420,M,245,MAJOR: BIOLOGY - MOLECULAR CELLULAR AND DEVELOPMENTAL BIOLOGY OPTION
,Unknown,,Unknown,Unknown,,,84300,,Unknown,10,84300,E,,Psychology,PSYCH 10,,,,,,,,,1,D,3,,,,,,20044,0,F04,84300,Unknown,,,,,,,130,
18,2.5-2.9,1.96,Female,Freshman,1.5-1.9,Hispanic,84299,15-29,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,,1,0,,,,W,0,2.650000095,Young (J.E.) Academic Center,,Undeclared                UGRD,0,20044,,F04,84299,2.5-2.9,1,1,600,250,350,F,245,MAJOR: UNDECLARED
18,2.0-2.4,,Male,Freshman,,Hispanic,84299,0-14,First-Time,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,5,Y,Hispanic,1,0,1,1,1,0,F,0,2,North Salinas High,,Pre-Psychology,1,20044,0,F04,84299,2.0-2.4,1,1,930,530,400,M,245,MAJOR: PRE-PSYCHOLOGY
19,2.5-2.9,1.78,Female,Freshman,1.5-1.9,Hispanic,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,1,1,3.25,2.934,4,A,12,2.799999952,Selma High,,Pre-Psychology,1,20044,1,F04,84299,2.5-2.9,1,0,1020,510,510,F,245,MAJOR: PRE-PSYCHOLOGY
25,Unknown,2.61,Female,Senior,2.5-2.9,Unknown,84299,120-139,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Unknown,0,1,1,1.75,2.748,2,C,6,,Fresno City College,,* Liberal Studies,1,20044,1,F04,84299,Unknown,0,0,,,,F,245,MAJOR: LIBERAL STUDIES
20,3.0-3.4,2.12,Female,Sophomore,2.0-2.4,Hispanic,84299,45-59,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,2.33,2.617,2,C,6,3.160000086,Tulare High,,English,0,20044,1,F04,84299,3.0-3.4,1,1,690,300,390,F,245,MAJOR: ENGLISH
19,3.0-3.4,2.46,Female,Freshman,2.0-2.4,Hispanic,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,1,1,2.8,2.929,2,C,6,3,Madera High North,,Interior Design,1,20044,1,F04,84299,3.0-3.4,1,1,640,300,340,F,245,MAJOR: INTERIOR DESIGN
20,3.5-4.0,3.38,Female,Junior,3.0-3.4,Unknown,84299,60-74,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,Unknown,,0,1,3.67,3.479,4,A,12,4,Aptos High,,Pre-Nursing,0,20044,1,F04,84299,3.5-4.0,0,0,950,450,500,F,245,MAJOR: PRE-NURSING
20,2.5-2.9,1.82,Male,Freshman,1.5-1.9,Hispanic,84299,0-14,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,Hispanic,0,1,1,2.4,2.393,3,B,9,2.640000105,Buchanan High,,Liberal Studies-Blended Pgm,0,20044,1,F04,84299,2.5-2.9,1,1,870,440,430,M,245,MAJOR: LIBERAL STUDIES - BLENDED PROGRAM
38,Unknown,3.59,Female,Junior,3.5-4.0,Unknown,84300,75-89,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Unknown,,1,1,4,3.616,4,A,12,,College Of The Sequoias,,Liberal Studies-Blended Pgm,1,20044,1,F04,84300,Unknown,0,0,,,,F,130,MAJOR: LIBERAL STUDIES - BLENDED PROGRAM
23,Unknown,2.2,Female,Junior,2.0-2.4,Hispanic,84299,60-74,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,Hispanic,0,0,0,,,1,D,3,,Hartnell Community College,,Pre-Psychology,0,20044,0,F04,84299,Unknown,0,0,,,,F,245,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,1.7,Male,Freshman,1.5-1.9,Asian,84299,15-29,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,Asian,1,1,1,1.64,1.966,0,F,0,3.5,Kerman High,,Chemistry,0,20044,0,F04,84299,3.5-4.0,0,0,1000,490,510,M,245,MAJOR: CHEMISTRY
18,2.5-2.9,,Male,Freshman,,White,84299,0-14,First-Time,10,84299,E,Not,Psychology,PSYCH 10,5,,White,1,0,1,2.8,3.053,0,F,0,2.690000057,Newbury Park High,,Undeclared                UGRD,0,20044,0,F04,84299,2.5-2.9,0,0,1090,530,560,M,245,MAJOR: UNDECLARED
18,3.0-3.4,2.83,Female,Freshman,2.5-2.9,Unknown,84299,15-29,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,Unknown,1,1,1,3,2.889,1,D,3,3.200000048,Sunnyside High,,Pre-Psychology,0,20044,0,F04,84299,3.0-3.4,0,0,,,,F,245,MAJOR: PRE-PSYCHOLOGY
21,Unknown,3,Female,Junior,3.0-3.4,Unknown,84300,75-89,Continuing,10,84300,E,Not,Psychology,PSYCH 10,1,,Unknown,1,1,1,2,3.257,2,C,6,,West Hills College Coalinga,,Pre-Nursing,0,20044,1,F04,84300,Unknown,0,0,1020,520,500,F,130,MAJOR: PRE-NURSING
22,2.5-2.9,2.24,Male,Junior,2.0-2.4,African American,84299,60-74,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,Y,African American,1,1,1,0.89,2.171,0,F,0,2.579999924,Fresno City College,,Pre-Nursing,1,20044,0,F04,84299,2.5-2.9,1,1,,,,M,245,MAJOR: PRE-NURSING
20,3.5-4.0,1.93,Female,Sophomore,1.5-1.9,Unknown,84300,30-44,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,Y,Unknown,1,0,1,2.15,2.737,2,C,6,3.5,McFarland High,,Crim-Law Enforcement,1,20044,1,F04,84300,3.5-4.0,1,1,790,370,420,F,130,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
22,3.5-4.0,3.2,Female,Sophomore,3.0-3.4,Non-Resident Alien,84299,45-59,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,Non-Resident Alien,,1,1,2.67,3.1,1,D,3,3.910000086,Japan,,Pre-Psychology,0,20044,0,F04,84299,3.5-4.0,0,0,,,,F,245,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,2.83,Female,Freshman,2.5-2.9,Asian,84300,15-29,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,0,0,1,2,2.696,1,D,3,3.5,Atwater High,,Natural Sciences - Bio Option,1,20044,0,F04,84300,3.5-4.0,1,1,680,370,310,F,130,MAJOR: NATURAL SCIENCES - BIOLOGY OPTION
33,Unknown,2.02,Male,Senior,2.0-2.4,African American,84299,105-119,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,African American,,1,1,1.5,2.04,0,F,0,,Fresno City College,,Liberal Studies-Blended Pgm,1,20044,0,F04,84299,Unknown,0,0,,,,M,245,MAJOR: LIBERAL STUDIES - BLENDED PROGRAM
38,2.5-2.9,2,Female,Freshman,2.0-2.4,Hispanic,84299,0-14,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,1,1,3,2.697,3,B,9,2.5,Fresno City College,,Pre-Nursing,1,20044,1,F04,84299,2.5-2.9,0,0,,,,F,245,MAJOR: PRE-NURSING
22,Unknown,2.38,Male,Junior,2.0-2.4,Asian,84299,75-89,Returning,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,3,,Asian,1,1,1,3.6,2.448,1,D,3,,Fresno City College,,Pre-Nursing,1,20044,0,F04,84299,Unknown,0,0,,,,M,245,MAJOR: PRE-NURSING
19,3.0-3.4,1.58,Male,Freshman,1.5-1.9,Asian,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,1,1,1,2.33,1.92,0,F,0,3.289999962,Kerman High,,Crim-Law Enforcement,1,20044,0,F04,84299,3.0-3.4,0,1,830,410,420,M,245,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
19,3.5-4.0,2.83,Male,Freshman,2.5-2.9,Asian,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,1,1,1,2.8,2.828,0,F,0,3.519999981,Clovis East High,,Health Sci-Health Admin,1,20044,0,F04,84299,3.5-4.0,1,1,670,330,340,M,245,MAJOR: HEALTH SCIENCE - HEALTH ADMIN OPTION
23,3.0-3.4,2.69,Female,Junior,2.5-2.9,Hispanic,84300,75-89,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Hispanic,1,0,1,3,2.457,2,C,6,3.130000114,Hartnell Community College,,Pre-Psychology,1,20044,1,F04,84300,3.0-3.4,0,0,650,350,300,F,130,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,2.44,Female,Freshman,2.0-2.4,White,84299,15-29,Continuing,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,White,1,1,1,2,2.462,4,A,12,3.799999952,Golden West High,,Pre-Nursing,1,20044,1,F04,84299,3.5-4.0,1,1,,,,F,245,MAJOR: PRE-NURSING
22,Unknown,3.06,Female,Senior,3.0-3.4,Asian,84300,105-119,Continuing,10,84300,E,Not,Psychology,PSYCH 10,1,,Asian,0,1,1,3.67,2.913,3,B,9,,Edison High,,Pre-Nursing,0,20044,1,F04,84300,Unknown,0,1,900,440,460,F,130,MAJOR: PRE-NURSING
20,3.0-3.4,1.86,Female,Sophomore,1.5-1.9,Hispanic,84300,30-44,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,Y,Hispanic,,1,1,1.69,2.113,1,D,3,3.359999895,Tranquillity High,,Pre-Nursing,1,20044,0,F04,84300,3.0-3.4,1,1,690,360,330,F,130,MAJOR: PRE-NURSING
19,2.5-2.9,2.5,Female,Freshman,2.5-2.9,Asian,84300,15-29,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,Y,Asian,1,1,1,2,2.406,1,D,3,2.589999914,San Leandro High,,Pre-Physical Therapy,1,20044,0,F04,84300,2.5-2.9,0,1,770,410,360,F,130,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
18,3.0-3.4,2.4,Female,Sophomore,2.0-2.4,Asian,84300,30-44,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,,Asian,1,1,1,2,2.286,1,D,3,3.099999905,Edison High,,Pre-Psychology,1,20044,0,F04,84300,3.0-3.4,1,0,850,420,430,F,130,MAJOR: PRE-PSYCHOLOGY
20,3.0-3.4,2.83,Male,Sophomore,2.5-2.9,Hispanic,84300,30-44,Continuing,10,84300,E,Pell Grant Recipient,Psychology,PSYCH 10,1,Y,Hispanic,1,0,1,2,2.818,0,F,0,3.089999914,North Salinas High,,Kinesiology-Athletic Training,1,20044,0,F04,84300,3.0-3.4,0,0,820,440,380,M,130,MAJOR: KINESIOLOGY - ATHLETIC TRAINING OPTION
18,2.0-2.4,,Male,Freshman,,African American,84299,0-14,First-Time,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,5,,African American,1,0,1,2,2,1,D,3,2.450000048,La Sierra High,,Pre-Psychology,1,20044,0,F04,84299,2.0-2.4,1,0,950,500,450,M,245,MAJOR: PRE-PSYCHOLOGY
20,3.0-3.4,1.27,Male,Freshman,1.0-1.4,Asian,84299,15-29,Continuing,10,84299,E,Not,Psychology,PSYCH 10,1,,Asian,1,0,1,1.83,2.231,1,D,3,3.190000057,Ripon High,,Biol-Organismic & General,0,20044,0,F04,84299,3.0-3.4,0,0,920,520,400,M,245,MAJOR: BIOLOGY - ORGANISMIC AND GENERAL BIOLOGY OPTION
18,3.0-3.4,,Female,Freshman,,Unknown,84299,0-14,First-Time,10,84299,E,Pell Grant Recipient,Psychology,PSYCH 10,5,,Unknown,1,0,1,1,1,1,D,3,3.269999981,Sierra High,,Pre-Psychology,1,20044,0,F04,84299,3.0-3.4,0,1,970,500,470,F,245,MAJOR: PRE-PSYCHOLOGY
,Unknown,,Unknown,Unknown,,,84299,,Unknown,10,84299,E,,Psychology,PSYCH 10,,,,,,,,,3,B,9,,,,,,20044,1,F04,84299,Unknown,,,,,,,245,
19,3.0-3.4,3.38,Female,Freshman,3.0-3.4,Unknown,84300,15-29,Continuing,10,84300,E,Not,Psychology,PSYCH 10,1,,Unknown,1,1,1,2.63,3.128,1,D,3,3.089999914,Central High East Campus,,Pre-Nursing,0,20044,0,F04,84300,3.0-3.4,1,1,800,400,400,F,130,MAJOR: PRE-NURSING
